,Name,Age,Nationality,Overall,Club,Value,Wage,Preferred Foot,International Reputation,Work Rate,Height,Weight
16493,A. Nazih,20,France,62,Nîmes Olympique,€850K,€700,Right,1.0,Medium/ Medium,192cm,76.0
16494,D. Reiziger,21,Netherlands,59,Vitesse,€450K,€1K,Right,1.0,Medium/ Medium,188cm,78.0
16495,Luiz Júnior,21,Brazil,72,Futebol Clube de Famalicão,€4.6M,€4K,Right,1.0,Medium/ Medium,194cm,88.0
16496,22 Campos,26,Spain,61,RC Celta de Vigo,€350K,€3K,Right,1.0,Medium/ Medium,189cm,80.0
16497,22 C. Sarr,21,Senegal,63,Granada CF,€1M,€2K,Right,1.0,Medium/ Medium,190cm,77.0
16498,S. Sargeant,24,England,57,Leyton Orient,€170K,€2K,Left,1.0,Medium/ Medium,188cm,75.0
16499,M. Kochalski,21,Poland,60,PGE FKS Stal Mielec,€475K,€850,Right,1.0,Medium/ Medium,190cm,88.0
16500,22 E. Cabezas,20,Colombia,62,Deportivo Pasto,€675K,€500,Right,1.0,Medium/ Medium,185cm,79.0
16501,M. Hiller,25,Germany,69,TSV 1860 München,€1.7M,€2K,Right,1.0,Medium/ Medium,189cm,89.0
16502,P. Mårtensson,28,Sweden,58,Varbergs BoIS FC,€160K,€550,Right,1.0,Medium/ Medium,188cm,84.0
16503,22 P. Banda,17,Poland,53,Newcastle United,€230K,€500,Right,1.0,Medium/ Medium,191cm,72.0
16504,L. Terán,28,Venezuela,64,Hermanos Colmenarez,€500K,€500,Right,1.0,Medium/ Medium,175cm,75.0
16505,22 O. Guerra,21,Venezuela,60,Hermanos Colmenarez,€425K,€500,Right,1.0,Medium/ Medium,180cm,73.0
16506,J. Krahl,22,Germany,65,1. FC Kaiserslautern,€1.4M,€2K,Right,1.0,Medium/ Medium,194cm,90.0
16507,R. Hoffmann,23,Germany,64,Eintracht Braunschweig,€1.1M,€2K,Right,1.0,Medium/ Medium,192cm,86.0
16508,M. Lis,25,Poland,72,Southampton,€2.7M,€24K,Right,1.0,Medium/ Medium,192cm,83.0
16509,22 T. Kato,24,Japan,60,Gamba Osaka,€300K,€1K,Right,1.0,Medium/ Medium,180cm,70.0
16510,K. Dąbrowski,24,Poland,61,Hibernian,€625K,€1K,Right,1.0,Medium/ Medium,193cm,81.0
16511,I. Diawara,27,Mali,66,Malmö FF,€850K,€2K,Right,1.0,Medium/ Medium,194cm,93.0
16512,H. Ravas,24,Slovakia,63,Widzew Łódź,€500K,€950,Right,1.0,Medium/ Medium,192cm,87.0
16513,A. Patterson,22,England,62,Sunderland,€775K,€2K,Right,1.0,Medium/ Medium,189cm,87.0
16514,Jonatan,22,Spain,60,Girona FC,€475K,€2K,Right,1.0,Medium/ Medium,183cm,75.0
16515,R. Strączek,23,Poland,67,FC Girondins de Bordeaux,€2M,€2K,Right,1.0,Medium/ Medium,190cm,77.0
16516,G. Micle,20,Romania,61,Campionii FC Arges,€625K,€700,Left,1.0,Medium/ Medium,192cm,89.0
16517,D. Schmidt,30,Japan,69,Sint-Truidense VV,€1M,€6K,Right,1.0,Medium/ Medium,196cm,90.0
16518,22 G. Castellanos,33,Peru,63,Universidad Técnica de Cajamarca,€160K,€500,Right,1.0,Medium/ Medium,188cm,82.0
16519,22 Phelipe,22,Brazil,60,FC Dallas,€475K,€850,Right,1.0,Medium/ Medium,185cm,82.0
16520,22 P. Lervik,16,Norway,57,Molde FK,€475K,€500,Right,1.0,Medium/ Medium,185cm,80.0
16521,A. Păun,21,Romania,56,Universitatea Cluj,€300K,€550,Right,1.0,Medium/ Medium,181cm,75.0
16522,A. Ccorahua,21,Peru,59,Ayacucho,€450K,€500,Right,1.0,Medium/ Medium,177cm,74.0
16523,F. Israel,22,Uruguay,67,Sporting CP,€2.2M,€3K,Right,1.0,Medium/ Medium,190cm,82.0
16524,F. Rossi,31,Italy,61,Atalanta,€170K,€5K,Right,1.0,Medium/ Medium,193cm,83.0
16525,22 D. Agudelo,24,Colombia,61,Atlético Nacional,€350K,€500,Right,1.0,Medium/ Medium,190cm,83.0
16526,W. Ortega,27,Uruguay,68,La Equidad,€1.3M,€750,Left,1.0,Medium/ Medium,181cm,71.0
16527,O. Toledo,23,Paraguay,59,Guaireña FC,€425K,€500,Right,1.0,Medium/ Medium,182cm,77.0
16528,M. Al Mahasna,25,Saudi Arabia,57,Damac FC,€200K,€2K,Right,1.0,Medium/ Medium,178cm,70.0
16529,A. Alcorcel,21,Argentina,61,Platense,€650K,€1K,Right,1.0,Medium/ Medium,185cm,75.0
16530,W. Quiñónez,33,Paraguay,67,Club Deportivo Oriente Petrolero,€325K,€500,Right,1.0,Medium/ Medium,187cm,86.0
16531,22 M. Lukov,27,Bulgaria,65,Al Tai,€600K,€4K,Right,1.0,Medium/ Medium,188cm,83.0
16532,22 D. Urtiaga,22,Mexico,53,Club Atlético de San Luis,€160K,€1K,Right,1.0,Medium/ Medium,186cm,81.0
16533,21 Collet,20,Spain,60,CE Sabadell FC,€475K,€750,Right,1.0,Medium/ Medium,186cm,75.0
16534,10 J. Lachuer,32,France,59,Stade Brestois 29,€0,€0,Right,2.0,N/A/ N/A,179cm,78.0
16535,22 N. Quindt,24,Germany,65,TSV Havelse,€750K,€500,Right,1.0,Medium/ Medium,184cm,75.0
16536,22 L. García,21,Peru,60,Universidad Técnica de Cajamarca,€475K,€500,Right,1.0,Medium/ Medium,190cm,85.0
16537,J. Renner,19,Germany,56,KAS Eupen,€300K,€650,Right,1.0,Medium/ Medium,183cm,80.0
16538,S. Drljača,23,Germany,63,SG Dynamo Dresden,€825K,€1K,Right,1.0,Medium/ Medium,192cm,92.0
16539,21 Ruvira,20,Spain,60,CF Fuenlabrada,€300K,€650,Right,1.0,Medium/ Medium,185cm,75.0
16540,20 Y. Roulaux,20,Netherlands,59,PSV,€180K,€1K,Right,1.0,Medium/ Medium,184cm,75.0
16541,Daniel Fuzato,24,Brazil,67,UD Ibiza,€1.3M,€2K,Right,1.0,Medium/ Medium,190cm,86.0
16542,N. Hedl,21,Austria,67,SK Rapid Wien,€2M,€5K,Right,1.0,Medium/ Medium,188cm,78.0
16543,22 Belman,22,Spain,64,CF Fuenlabrada,€725K,€1K,Right,1.0,Medium/ Medium,184cm,84.0
16544,21 D. Naumov,22,Bulgaria,63,,€0,€0,Right,1.0,Medium/ Medium,188cm,78.0
16545,T. Kretzschmar,23,Germany,62,TSV 1860 München,€775K,€500,Right,1.0,Medium/ Medium,185cm,81.0
16546,Victor Méndez,22,Spain,62,CD Tenerife,€775K,€1K,Right,1.0,Medium/ Medium,188cm,80.0
16547,20 Lee Igi,22,Korea Republic,53,Suwon Samsung Bluewings,€70K,€750,Right,1.0,Medium/ Medium,185cm,84.0
16548,22 R. Escobar,30,Paraguay,69,Guaireña FC,€925K,€500,Right,1.0,Medium/ Medium,189cm,92.0
16549,22 J. Ichimori,29,Japan,64,Gamba Osaka,€400K,€2K,Right,1.0,Medium/ Medium,182cm,77.0
16550,D. Özkan,22,Turkey,61,Antalyaspor,€650K,€3K,Right,1.0,Medium/ Medium,185cm,75.0
16551,21 A. Takeshige,32,Japan,62,Yokohama FC,€200K,€750,Right,1.0,Medium/ Medium,186cm,80.0
16552,E. Kastrati,25,Albania,65,Cittadella,€825K,€650,Right,1.0,Medium/ Medium,189cm,82.0
16553,22 K. Atheba,20,Belgium,54,Royale Union Saint-Gilloise,€200K,€1K,Right,1.0,Medium/ Medium,187cm,80.0
16554,22 G. Valle,25,Ecuador,66,Guayaquil City FC,€925K,€500,Right,1.0,Medium/ Medium,185cm,85.0
16555,H. Valdimarsson,20,Iceland,58,IF Elfsborg,€425K,€500,Right,1.0,Medium/ Medium,196cm,80.0
16556,P. Gill,21,India,57,Kerala Blasters FC,€325K,€500,Left,1.0,Medium/ Medium,183cm,70.0
16557,22 S. Yoshida,24,Japan,62,Oita Trinita,€450K,€600,Right,1.0,Medium/ Medium,184cm,83.0
16558,21 D. Daniliuc,20,Austria,60,SV Ried,€475K,€950,Left,1.0,Medium/ Medium,194cm,90.0
16559,M. Schulze,21,Germany,59,SC Paderborn 07,€450K,€2K,Right,1.0,Medium/ Medium,190cm,85.0
16560,22 W. Vanmarsenille,18,Belgium,56,Sint-Truidense VV,€300K,€500,Right,1.0,Medium/ Medium,181cm,79.0
16561,O. Ravet,20,Belgium,58,Oud-Heverlee Leuven,€375K,€1K,Right,1.0,Medium/ Medium,189cm,77.0
16562,22 S. Péan,21,France,64,Stade Malherbe Caen,€1.1M,€800,Right,1.0,Medium/ Medium,190cm,82.0
16563,A. Okonkwo,20,England,63,Crewe Alexandra,€1.1M,€7K,Right,1.0,Medium/ Medium,196cm,85.0
16564,C. Olses,21,Venezuela,67,Deportivo La Guaira FC,€2.2M,€500,Right,1.0,Medium/ Medium,193cm,79.0
16565,22 K. Ioka,23,Japan,56,Vegalta Sendai,€180K,€600,Right,1.0,Medium/ Medium,186cm,79.0
16566,21 M. Cotolan,21,Romania,56,FC Voluntari,€275K,€650,Right,1.0,Medium/ Medium,180cm,75.0
16567,21 H. Kerrido,26,Cameroon,60,,€0,€0,Right,1.0,Medium/ Medium,185cm,75.0
16568,22 M. Påhlsson,22,Sweden,57,Halmstads BK,€200K,€500,Right,1.0,Medium/ Medium,183cm,80.0
16569,21 A. Liebeskind,35,Venezuela,61,AC Mineros de Guayana,€35K,€500,Right,1.0,Medium/ Medium,181cm,72.0
16570,D. Andersen,21,Denmark,61,Aarhus GF,€700K,€1K,Right,1.0,Medium/ Medium,191cm,80.0
16571,S. Mogoșanu,29,Romania,60,FC U Craiova 1948,€200K,€2K,Right,1.0,Medium/ Medium,180cm,77.0
16572,22 O. Bosworth,19,England,60,Leicester City,€500K,€4K,Right,1.0,Medium/ Medium,180cm,75.0
16573,J. Blázquez,21,Argentina,65,Stade Brestois 29,€1.5M,€2K,Right,1.0,Medium/ Medium,193cm,87.0
16574,A. Cordaz,39,Italy,72,Inter,€250K,€16K,Right,1.0,Medium/ Medium,188cm,83.0
16575,S. Araujo,25,Colombia,60,Junior FC,€300K,€500,Right,1.0,Medium/ Medium,183cm,79.0
16576,N. Manganelli,21,Argentina,60,Gimnasia y Esgrima La Plata,€475K,€1K,Right,1.0,Medium/ Medium,185cm,73.0
16577,J. Trafford,19,England,64,Bolton Wanderers,€1.2M,€7K,Right,1.0,Medium/ Medium,192cm,90.0
16578,22 H. Constant,21,France,59,AS Nancy Lorraine,€450K,€650,Right,1.0,Medium/ Medium,183cm,75.0
16579,F. Herrera,18,Argentina,61,Newell's Old Boys,€675K,€500,Right,1.0,Medium/ Medium,190cm,93.0
16580,S. Lammens,19,Belgium,64,Club Brugge KV,€1.2M,€2K,Right,1.0,Medium/ Medium,193cm,92.0
16581,T. Romero,21,El Salvador,61,Los Angeles FC,€650K,€700,Right,1.0,Medium/ Medium,185cm,79.0
16582,Warleson,25,Brazil,66,KSV Cercle Brugge,€925K,€3K,Right,1.0,Medium/ Medium,191cm,87.0
16583,20 J. Villeda,21,Mexico,68,Tiburones Rojos de Veracruz,€1M,€2K,Right,1.0,Medium/ Medium,185cm,80.0
16584,I. Quispe,22,Peru,61,Sport Boys,€575K,€500,Right,1.0,Medium/ Medium,183cm,84.0
16585,22 H. Bağcı,18,Turkey,53,HJK Helsinki,€210K,€500,Right,1.0,Medium/ Medium,187cm,76.0
16586,M. Ferrel,20,Bolivia,60,Club Deportivo Guabirá,€425K,€500,Right,1.0,Medium/ Medium,178cm,75.0
16587,M. Raab,23,Germany,69,Hamburger SV,€2.7M,€5K,Right,1.0,Medium/ Medium,187cm,82.0
16588,D. Rosić,25,Serbia,64,Unión Deportiva Almería,€725K,€4K,Left,1.0,Medium/ Medium,195cm,85.0
16589,N. Pérez,32,Uruguay,67,Deportivo Ñublense,€500K,€2K,Right,1.0,Medium/ Medium,180cm,87.0
16590,22 J. Kroesen,18,Netherlands,58,SC Heerenveen,€400K,€500,Right,1.0,Medium/ Medium,183cm,75.0
16591,M. Martínez,23,Paraguay,66,Club Cerro Porteño,€1.6M,€500,Right,1.0,Medium/ Medium,188cm,78.0
16592,L. Pratelli,19,Italy,53,Empoli,€210K,€550,Right,1.0,Medium/ Medium,195cm,88.0
16593,20 D. Bengtsson,18,Sweden,52,Falkenbergs FF,€40K,€500,Right,1.0,Medium/ Medium,180cm,69.0
16594,H. Ayala,27,Bolivia,62,Independiente Petrolero,€350K,€500,Right,1.0,Medium/ Medium,179cm,83.0
16595,H. Espínola,30,Paraguay,65,Guaireña FC,€475K,€500,Right,1.0,Medium/ Medium,182cm,85.0
16596,N. Sheppard,21,Wales,58,Dundalk FC,€450K,€500,Right,1.0,Medium/ Medium,184cm,77.0
16597,22 M. Sanhouse,21,Venezuela,59,Deportivo Táchira FC,€300K,€500,Right,1.0,Medium/ Medium,178cm,75.0
16598,J. Huertas,21,Colombia,59,La Equidad,€400K,€500,Right,1.0,Medium/ Medium,184cm,80.0
16599,A. Racioppi,23,Switzerland,69,BSC Young Boys,€1.7M,€7K,Right,1.0,Medium/ Medium,188cm,84.0
16600,H. Acevedo,25,Colombia,67,Deportivo Cali,€1.3M,€1K,Right,1.0,Medium/ Medium,184cm,81.0
16601,22 G. Serdán,26,Paraguay,62,Club River Plate Asunción,€400K,€500,Right,1.0,Medium/ Medium,189cm,84.0
16602,22 R. Sandford,22,England,55,Millwall,€250K,€1K,Right,1.0,Medium/ Medium,188cm,75.0
16603,22 C. Talichmanidis,20,Greece,59,PAOK,€475K,€500,Right,1.0,Medium/ Medium,187cm,83.0
16604,M. Tvrdoň,27,Slovakia,68,FC Viktoria Plzeň,€1M,€500,Right,1.0,Medium/ Medium,194cm,85.0
16605,T. Marchiori,27,Argentina,65,Atlético Tucumán,€700K,€2K,Right,1.0,Medium/ Medium,186cm,84.0
16606,22 K. Nishikawa,18,Japan,56,Oita Trinita,€250K,€500,Right,1.0,Medium/ Medium,180cm,79.0
16607,22 C. Torres,21,Peru,59,Sport Huancayo,€400K,€500,Right,1.0,Medium/ Medium,180cm,77.0
16608,D. Gorka,20,Germany,60,Fortuna Düsseldorf,€525K,€2K,Right,1.0,Medium/ Medium,190cm,83.0
16609,21 C. Căpățănă,17,Romania,53,Sepsi OSK Sf. Gheorghe,€210K,€500,Right,1.0,Medium/ Medium,186cm,78.0
16610,21 T. Scott,19,England,53,Port Vale,€170K,€650,Right,1.0,Medium/ Medium,185cm,78.0
16611,J. González,28,Uruguay,62,Club Sol de América,€275K,€500,Right,1.0,Medium/ Medium,186cm,84.0
16612,22 T. Chesneau,22,France,56,FC Dinamo 1948 Bucureşti,€275K,€650,Right,1.0,Medium/ Medium,194cm,79.0
16613,20 Mike Cordero,19,Spain,59,Extremadura UD,€190K,€500,Right,1.0,Medium/ Medium,180cm,75.0
16614,22 C. Dursun,27,Denmark,55,Viborg FF,€110K,€1K,Right,1.0,Medium/ Medium,190cm,82.0
16615,D. Ochoa,21,Mexico,67,D.C. United,€2M,€1K,Right,1.0,Medium/ Medium,188cm,80.0
16616,T. Larsen,23,Norway,56,Aalesunds FK,€240K,€500,Left,1.0,Medium/ Medium,191cm,86.0
16617,22 D. Sandy,19,Bolivia,62,Club Deportivo Jorge Wilstermann,€750K,€500,Right,1.0,Medium/ Medium,184cm,77.0
16618,21 Carlos Mena,23,Spain,60,AD Alcorcón,€425K,€1K,Right,1.0,Medium/ Medium,188cm,79.0
16619,L. Petzold,20,Germany,55,SpVgg Bayreuth,€240K,€500,Right,1.0,Medium/ Medium,188cm,70.0
16620,20 V. Brid,18,Colombia,59,Patriotas Boyacá FC,€180K,€500,Right,1.0,Medium/ Medium,182cm,73.0
16621,22 J. Reckert,24,Germany,58,Borussia Dortmund II,€250K,€550,Right,1.0,Medium/ Medium,188cm,92.0
16622,N. Lübcke,22,Germany,60,Borussia Dortmund II,€425K,€550,Right,1.0,Medium/ Medium,187cm,84.0
16623,21 Miguel Carvalho,24,Portugal,64,SC Farense,€750K,€1K,Right,1.0,Medium/ Medium,185cm,78.0
16624,A. Maynard-Brewer,23,Australia,63,Gillingham,€825K,€2K,Left,1.0,Medium/ Medium,188cm,76.0
16625,22 M. Silva,20,Venezuela,60,Academia Puerto Cabello,€475K,€500,Right,1.0,Medium/ Medium,184cm,79.0
16626,22 K. Hein,19,Estonia,64,Reading,€1.3M,€2K,Right,1.0,Medium/ Medium,193cm,77.0
16627,21 A. Machuca,21,Paraguay,53,Club Libertad,€180K,€500,Right,1.0,Medium/ Medium,187cm,75.0
16628,21 E. Şahin,19,Turkey,56,Antalyaspor,€275K,€850,Right,1.0,Medium/ Medium,185cm,76.0
16629,A. Andresen,16,Denmark,52,Silkeborg IF,€230K,€500,Right,1.0,Medium/ Medium,194cm,78.0
16630,22 M. Biegański,19,Poland,62,Wisła Kraków,€750K,€500,Right,1.0,Medium/ Medium,190cm,84.0
16631,Francisco Meixedo,21,Portugal,64,FC Porto,€1.3M,€1K,Right,1.0,Medium/ Medium,190cm,78.0
16632,21 R. Josipović,19,Croatia,60,Dinamo Zagreb,€575K,€500,Right,1.0,Medium/ Medium,189cm,82.0
16633,22 L. Cárdenas,30,Bolivia,64,Club Deportivo Jorge Wilstermann,€400K,€500,Right,1.0,Medium/ Medium,177cm,77.0
16634,V. Johansson,23,Sweden,66,Rotherham United,€1.5M,€3K,Right,1.0,Medium/ Medium,186cm,74.0
16635,A. Vidal,27,Peru,69,Ayacucho,€1.3M,€500,Right,1.0,Medium/ Medium,192cm,88.0
16636,22 J. Guadagno,18,Italy,53,F.C. København,€210K,€500,Right,1.0,Medium/ Medium,183cm,75.0
16637,J. Olschowsky,20,Germany,63,Borussia Mönchengladbach,€1M,€3K,Right,1.0,Medium/ Medium,184cm,83.0
16638,Jeimes Menezes,21,Brazil,63,FC Paços de Ferreira,€925K,€1K,Right,1.0,Medium/ Medium,188cm,78.0
16639,E. Bilgin,18,Turkey,62,Beşiktaş JK,€800K,€700,Left,1.0,Medium/ Medium,188cm,85.0
16640,22 R. Banegas,25,Bolivia,63,Club Deportivo Jorge Wilstermann,€525K,€500,Right,1.0,Medium/ Medium,184cm,73.0
16641,21 S. Kiefer,18,Germany,55,SG Dynamo Dresden,€250K,€500,Right,1.0,Medium/ Medium,184cm,83.0
16642,Jaime Durán,21,Spain,57,Villarreal Club de Fútbol B,€325K,€650,Right,1.0,Medium/ Medium,196cm,79.0
16643,22 B. Reus,19,Netherlands,61,AZ Alkmaar,€600K,€600,Left,1.0,Medium/ Medium,198cm,88.0
16644,Moha Ramos,22,Spain,64,Unión Deportiva Las Palmas,€1.1M,€1K,Right,1.0,Medium/ Medium,188cm,85.0
16645,Dudu,23,Germany,61,SV Werder Bremen,€550K,€2K,Right,1.0,Medium/ Medium,196cm,85.0
16646,A. Gülstorff,19,Denmark,54,FC Nordsjælland,€250K,€600,Right,1.0,Medium/ Medium,181cm,75.0
16647,22 D. Khudyakov,17,Russia,60,FC Lokomotiv Moscow,€475K,€500,Right,1.0,Medium/ Medium,193cm,88.0
16648,21 Á. Sánchez Chávez,18,Paraguay,57,Club Guaraní,€325K,€500,Right,1.0,Medium/ Medium,194cm,81.0
16649,J. Araúz,27,Bolivia,65,Royal Pari,€650K,€500,Right,1.0,Medium/ Medium,188cm,79.0
16650,22 C. Setford,17,England,60,Ajax,€550K,€500,Right,1.0,Medium/ Medium,193cm,83.0
16651,22 T. Hayakawa,22,Japan,56,Kashima Antlers,€250K,€1K,Right,1.0,Medium/ Medium,187cm,81.0
16652,22 J. Mero,26,Ecuador,60,CS Emelec,€200K,€500,Right,1.0,Medium/ Medium,188cm,83.0
16653,H. Muñoz,33,Chile,61,Deportivo Ñublense,€110K,€1K,Right,1.0,Medium/ Medium,182cm,88.0
16654,Diego Fuoli,24,Spain,62,Unión Deportiva Almería,€775K,€3K,Right,1.0,Medium/ Medium,188cm,79.0
16655,22 B. Winterbottom,19,England,54,Brentford,€220K,€2K,Right,1.0,Medium/ Medium,188cm,66.0
16656,21 M. Lagunes,19,Mexico,51,Puebla FC,€110K,€500,Right,1.0,Medium/ Medium,178cm,78.0
16657,22 J. Flere,23,Argentina,63,Cádiz CF,€825K,€4K,Right,1.0,Medium/ Medium,182cm,68.0
16658,F. Saravia,22,Peru,67,Club Alianza Lima,€1.8M,€500,Right,1.0,Medium/ Medium,175cm,75.0
16659,J. Gauci,21,Australia,65,Adelaide United,€925K,€850,Right,1.0,Medium/ Medium,193cm,81.0
16660,22 M. Sündermann,23,Germany,56,Hannover 96,€240K,€3K,Right,1.0,Medium/ Medium,186cm,80.0
16661,W. Asprilla,23,Colombia,61,Independiente Medellín,€550K,€500,Right,1.0,Medium/ Medium,185cm,79.0
16662,S. Nilsen,22,Norway,60,Sarpsborg 08 FF,€475K,€550,Right,1.0,Medium/ Medium,191cm,75.0
16663,L. Galarza,21,Paraguay,61,Club Always Ready,€650K,€500,Right,1.0,Medium/ Medium,185cm,85.0
16664,22 A. Özçimen,19,Turkey,62,Göztepe SK,€750K,€850,Right,1.0,Medium/ Medium,198cm,86.0
16665,S. Bajic,20,France,67,Bristol City,€1.9M,€6K,Right,1.0,Medium/ Medium,191cm,84.0
16666,J. Romero,24,Argentina,62,Rosario Central,€775K,€2K,Left,1.0,Medium/ Medium,181cm,78.0
16667,M. Trmal,23,Czech Republic,71,Clube Sport Marítimo,€3.6M,€5K,Right,1.0,Medium/ Medium,192cm,80.0
16668,D. González,18,Venezuela,58,Deportivo La Guaira FC,€400K,€500,Right,1.0,Medium/ Medium,178cm,73.0
16669,D. Corozo,34,Ecuador,61,Delfín Sporting Club,€60K,€500,Right,1.0,Medium/ Medium,191cm,104.0
16670,T. Steward,17,England,53,Portsmouth,€275K,€500,Right,1.0,Medium/ Medium,193cm,83.0
16671,G. Shelvey,21,England,55,Nottingham Forest,€250K,€4K,Right,1.0,Medium/ Medium,188cm,77.0
16672,22 A. Yilmuz,25,Turkey,61,Türkgücü München,€300K,€900,Right,1.0,Medium/ Medium,188cm,78.0
16673,J. Cabezudo,20,Peru,58,FBC Melgar,€375K,€500,Right,1.0,Medium/ Medium,180cm,80.0
16674,D. Valdés,37,Venezuela,62,Estudiantes de Mérida,€45K,€500,Right,1.0,Medium/ Medium,180cm,77.0
16675,C. Hazard,24,Northern Ireland,65,HJK Helsinki,€1.4M,€500,Left,1.0,Medium/ Medium,198cm,86.0
16676,22 M. Vidal,20,Uruguay,58,Cerro Largo Fútbol Club,€375K,€500,Right,1.0,Medium/ Medium,179cm,70.0
16677,22 M. Cardozo,38,Paraguay,67,12 de Octubre FC,€110K,€500,Right,1.0,Medium/ Medium,178cm,71.0
16678,V. Dekić,22,Serbia,60,Pisa,€475K,€550,Right,1.0,Medium/ Medium,191cm,80.0
16679,Germán Fernández,21,Spain,58,Racing Santander,€450K,€800,Right,1.0,Medium/ Medium,185cm,69.0
16680,22 R. Rees,19,England,53,Brentford,€210K,€2K,Right,1.0,Medium/ Medium,189cm,66.0
16681,D. Quintela,20,Bolivia,57,Independiente Petrolero,€300K,€500,Right,1.0,Medium/ Medium,180cm,70.0
16682,G. Molin,19,Sweden,55,GIF Sundsvall,€250K,€500,Right,1.0,Medium/ Medium,199cm,87.0
16683,22 N. Michael,27,Cyprus,65,APOEL Nicosia FC,€650K,€500,Right,1.0,Medium/ Medium,190cm,82.0
16684,F. Benítez,18,Venezuela,58,Caracas Fútbol Club,€450K,€500,Right,1.0,Medium/ Medium,184cm,70.0
16685,O. Petersen,20,Norway,62,Molde FK,€925K,€700,Right,1.0,Medium/ Medium,190cm,85.0
16686,J. Pulskamp,21,United States,62,Sporting Kansas City,€850K,€750,Right,1.0,Medium/ Medium,188cm,86.0
16687,22 M. Bakker,20,Netherlands,61,AZ Alkmaar,€700K,€900,Right,1.0,Medium/ Medium,188cm,73.0
16688,Rodrigo Moura,26,Brazil,68,GD Chaves,€1.3M,€3K,Right,1.0,Medium/ Medium,198cm,88.0
16689,F. Buntić,25,Croatia,67,FC Vizela,€1.3M,€2K,Left,1.0,Medium/ Medium,194cm,90.0
16690,21 Felipe Galvis,22,Spain,62,C.D. Castellón,€775K,€1K,Right,1.0,Medium/ Medium,175cm,70.0
16691,21 A. Foged,19,Denmark,53,AC Horsens,€170K,€550,Left,1.0,Medium/ Medium,186cm,80.0
16692,C. Cook,20,Australia,57,Perth Glory,€300K,€500,Right,1.0,Medium/ Medium,188cm,79.0
16693,22 D. Corozo Arroyo,17,Ecuador,57,Sociedad Deportiva Aucas,€350K,€500,Right,1.0,Medium/ Medium,190cm,87.0
16694,21 F. Nicosia,30,Argentina,62,Sport Huancayo,€275K,€500,Right,1.0,Medium/ Medium,187cm,80.0
16695,22 Z. Görgen,21,Turkey,63,Çaykur Rizespor,€925K,€1K,Right,1.0,Medium/ Medium,188cm,79.0
16696,22 J. Lara,22,Ecuador,61,Sociedad Deportiva Aucas,€650K,€500,Right,1.0,Medium/ Medium,188cm,82.0
16697,F. Ferrero,26,Argentina,62,Club Atlético Sarmiento,€425K,€2K,Right,1.0,Medium/ Medium,185cm,82.0
16698,21 G. Villarreal,19,Ecuador,59,LDU Quito,€425K,€500,Right,1.0,Medium/ Medium,185cm,79.0
16699,22 Luiz Felipe,24,Brazil,67,Belenenses SAD,€1.2M,€2K,Left,1.0,Medium/ Medium,198cm,90.0
16700,L. Usca,22,Ecuador,60,9 de Octubre,€300K,€500,Right,1.0,Medium/ Medium,182cm,77.0
16701,C. Früchtl,22,Germany,66,FK Austria Wien,€1.5M,€4K,Left,1.0,Medium/ Medium,193cm,88.0
16702,M. Tollefsen,22,Norway,55,Tromsø IL,€250K,€500,Right,1.0,Medium/ Medium,190cm,82.0
16703,22 I. Karargyris,19,Greece,60,Olympiacos CFP,€575K,€500,Right,1.0,Medium/ Medium,185cm,72.0
16704,C. Riveros,23,Paraguay,62,Club Nacional,€675K,€500,Right,1.0,Medium/ Medium,181cm,82.0
16705,22 E. van der Gouw,20,Netherlands,56,FC Twente,€300K,€850,Right,1.0,Medium/ Medium,195cm,81.0
16706,S. Brolin,21,Sweden,63,Mjällby AIF,€925K,€900,Right,1.0,Medium/ Medium,202cm,85.0
16707,22 M. Okamoto,38,Japan,62,Sagan Tosu,€45K,€500,Right,1.0,Medium/ Medium,188cm,80.0
16708,M. Córdova,20,Peru,58,Club Sporting Cristal,€375K,€500,Right,1.0,Medium/ Medium,195cm,84.0
16709,22 T. Jakobsen,17,Denmark,53,Vejle Boldklub,€190K,€500,Right,1.0,Medium/ Medium,187cm,77.0
16710,T. Vandenberghe,29,Belgium,63,KV Kortrijk,€400K,€2K,Right,1.0,Medium/ Medium,190cm,78.0
16711,22 A. Cruz,22,Mexico,57,Club Universidad Nacional,€275K,€1K,Right,1.0,Medium/ Medium,195cm,92.0
16712,L. Bolletta,17,Italy,54,Ascoli,€210K,€500,Left,1.0,Medium/ Medium,190cm,78.0
16713,J. Kesting,21,Netherlands,59,RKC Waalwijk,€450K,€700,Left,1.0,Medium/ Medium,190cm,88.0
16714,22 J. Keeley,18,Republic of Ireland,55,St. Patrick's Athletic,€250K,€500,Right,1.0,Medium/ Medium,191cm,65.0
